Szegedi rakpart;46.246708;20.151135;kikötő;első mo-i kikötési lehetőség
Fóka csónakkölcsönző;46.256938;20.169975;bolt;csónak kölcsönző is
Újszegedi Lapos;46.246715;20.153753;strand;táborozásra alkalmas
Újszegedi Partfürdő;46.252628;20.156542;strand;táborozásra alkalmas
Tápéi Sárga;46.254305;20.190038;strand;Maros-torkolat
